,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
5385,fpss-outp-fps1-fps2,../inputs/case13659pegase.graphml,13659,18625,4024,31,26723,25448,3,2721.0,2721,0.0,Optimal,23,1977235,9,218478,11
5386,fpss-outp-fps1-fps3,../inputs/case1888rte.graphml,1888,2308,681,13,4049,3371,0,375.0,375,0.0,Optimal,1,88989,3,3197,0
5387,fpss-outp-fps1-fps2,../inputs/case300.graphml,300,409,66,0,1324,712,0,236.0,236,0.0,Optimal,15,25921,10,1476,13
5388,fpss-outp-fps1-fps2-fps3,../inputs/case1951rte.graphml,1951,2375,651,9,4312,3593,4,396.0,396,0.0,Optimal,1,94213,7,8352,3
5389,fpss-outp,../inputs/case_south_carolina500.graphml,500,584,211,8,1393,716,1,76.0,76,0.0,Optimal,1,21339,7,1486,2
5390,fpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,20,18305,12193,4,2010.0,2010,0.0,Optimal,7627,19030395,17,121090,136
5391,fpss-outp-fps3,../inputs/case9.graphml,9,9,4,0,37,22,4,5.0,5,0.0,Optimal,1,793,3,49,1
5392,fpss-outp-fps1-fps2,../inputs/case1951rte.graphml,1951,2375,651,2,6947,3928,1,616.0,616,0.0,Optimal,9816,9568511,18,19094,22
5393,fpss-outp-fps1-fps3,../inputs/case_iceland118.graphml,189,203,110,5,531,405,2,40.0,40,0.0,Optimal,1,13095,4,256,0
5394,fpss-outp-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,37,26244,46267,1,2721.0,2721,0.0,Optimal,1,2084950,11,242804,105
5395,fpss-outp-fps1-fps3,../inputs/case_Western.graphml,10024,12241,4106,5,26049,18501,4,1873.0,1873,0.0,Optimal,23588,265793111,25,259654,21
5396,fpss-outp-fps2,../inputs/case_iceland118.graphml,189,203,110,8,463,305,0,39.0,39,0.0,Optimal,1,5562,3,243,3
5397,fpss-outp-fps2-fps3,../inputs/case1354pegase.graphml,1354,1710,422,1,5393,2748,2,703.0,703,0.0,Optimal,1,100494,10,6668,48
5398,fpss-outp-fps1-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,10,30875,49155,1,2817.0,2817,0.0,Optimal,3110,23467648,10,124911,9
5399,fpss-outp-fps2-fps3,../inputs/case_ieee30.graphml,30,41,7,1,134,68,3,12.0,12,0.0,Optimal,1,1293,3,42,0
5400,fpss-outp-fps2,../inputs/case9.graphml,9,9,4,1,34,19,0,3.0,3,0.0,Optimal,1,2455,3,54,1
5401,fpss-outp-fps1-fps2,../inputs/case13659pegase.graphml,13659,18625,4024,24,27372,25472,1,2721.0,2721,0.0,Optimal,20,2205726,12,240330,16
5402,fpss-outp-fps2-fps3,../inputs/case2868rte.graphml,2868,3471,983,16,6111,4445,3,598.0,598,0.0,Optimal,1,174783,11,22639,16
5403,fpss-outp-fps1-fps3,../inputs/case_ieee30.graphml,30,41,7,2,104,53,1,8.0,8,0.0,Optimal,1,1681,3,33,0
5404,fpss-outp-fps2,../inputs/case_iceland118.graphml,189,203,110,0,869,494,1,96.0,96,0.0,Optimal,1,9625,8,1000,28
5405,fpss-outp-fps1-fps3,../inputs/case_GB2224.graphml,2224,2804,1367,14,6282,5592,3,322.0,322,0.0,Optimal,2161,3017466,23,31260,76
5406,fpss-outp-fps1-fps3,../inputs/case6515rte.graphml,6515,8104,2344,14,13972,11471,3,1315.0,1315,0.0,Optimal,1,923391,17,169486,30
5407,fpss-outp-fps1-fps2,../inputs/case2736sp.graphml,2736,3265,645,3,6506,4166,0,702.0,702,0.0,Optimal,2081,5467178,17,16482,11
5408,fpss-outp,../inputs/case2869pegase.graphml,2869,3968,869,8,6069,3802,0,613.0,613,0.0,Optimal,215,667324,20,19366,72
5409,fpss-outp,../inputs/case13659pegase.graphml,13659,18625,4024,0,63414,31342,1,10121.0,10122,9.879470460383324e-05,Optimal,2075,13614129,41,725410,1441
5410,fpss-outp-fps1-fps3,../inputs/case39.graphml,39,46,10,1,154,86,1,16.0,16,0.0,Optimal,1,1476,3,45,0
5411,fpss-outp-fps1-fps3,../inputs/case6470rte.graphml,6470,8066,2352,14,13866,11439,0,1303.0,1303,0.0,Optimal,1,1236738,25,414458,28
5412,fpss-outp-fps1-fps3,../inputs/case89pegase.graphml,89,206,43,10,366,180,3,13.0,13,0.0,Optimal,1,6453,4,135,0
5413,fpss-outp-fps3,../inputs/case_south_carolina500.graphml,500,584,211,13,1365,773,3,75.0,75,0.0,Optimal,1,15774,3,792,1
5414,fpss-outp-fps1-fps2,../inputs/case_Western.graphml,10024,12241,4106,14,23753,18374,3,1825.0,1825,0.0,Optimal,2424,21580457,18,153708,28
5415,fpss-outp-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,18,18562,12728,0,2010.0,2010,0.0,Optimal,1,1883812,16,161150,122
5416,fpss-outp-fps3,../inputs/case1888rte.graphml,1888,2308,681,13,4049,2818,4,375.0,375,0.0,Optimal,1,122563,6,9104,27
5417,fpss-outp-fps1-fps2,../inputs/case1888rte.graphml,1888,2308,681,8,4412,3352,0,375.0,375,0.0,Optimal,1,256596,12,9329,8
5418,fpss-outp-fps3,../inputs/case118.graphml,118,179,11,0,516,247,1,107.0,107,0.0,Optimal,1,1895,2,75,0
5419,fpss-outp-fps1-fps2-fps3,../inputs/case145.graphml,145,422,71,5,1073,1083,4,20.0,20,0.0,Optimal,1144,398669,16,1685,19
5420,fpss-outp-fps1-fps2-fps3,../inputs/case11_iwamoto.graphml,11,11,6,4,26,22,1,2.0,2,0.0,Optimal,1,861,3,25,0
5421,fpss-outp-fps1-fps2-fps3,../inputs/case_Texas.graphml,2000,2667,376,16,3689,2948,2,411.0,411,0.0,Optimal,3478,7494630,12,6538,4
5422,fpss-outp-fps3,../inputs/case_GB2224.graphml,2224,2804,1367,6,7188,4257,1,329.0,329,0.0,Optimal,1595,2527535,27,52379,190
5423,fpss-outp-fps1-fps3,../inputs/case145.graphml,145,422,71,7,922,786,1,18.0,18,0.0,Optimal,8371,620238,14,1306,22
5424,fpss-outp-fps1-fps3,../inputs/case6468rte.graphml,6468,8065,2384,4,18773,12232,2,1408.0,1408,0.0,Optimal,1654,21465564,21,107564,22
5425,fpss-outp-fps2-fps3,../inputs/case30.graphml,30,41,7,1,130,70,0,13.0,13,0.0,Optimal,1,3039,4,78,1
5426,fpss-outp-fps1-fps2-fps3,../inputs/case6470rte.graphml,6470,8066,2352,1,27883,16358,4,2945.0,2945,0.0,Optimal,1,2780943,15,211454,13
5427,fpss-outp-fps3,../inputs/case_GB2224.graphml,2224,2804,1367,3,8393,4511,2,410.0,410,0.0,Optimal,1664,5884263,29,61080,289
5428,fpss-outp-fps2-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,35,26389,51419,1,2721.0,2721,0.0,Optimal,1,1911976,12,254295,101
5429,fpss-outp-fps1,../inputs/case2868rte.graphml,2868,3471,983,2,10245,5586,0,882.0,882,0.0,Optimal,1920,5726060,26,40067,30
5430,fpss-outp-fps1-fps3,../inputs/case1888rte.graphml,1888,2308,681,3,5983,3703,1,465.0,465,0.0,Optimal,1773,3054746,14,11197,6
5431,fpss-outp,../inputs/case13659pegase.graphml,13659,18625,4024,39,26205,17684,1,2721.0,2721,0.0,Optimal,1,1493858,16,261878,125
5432,fpss-outp-fps1,../inputs/case_ieee30.graphml,30,41,7,1,134,68,2,12.0,12,0.0,Optimal,1,1356,3,46,0
5433,fpss-outp-fps1-fps3,../inputs/case2736sp.graphml,2736,3265,645,0,11170,6529,1,2096.0,2096,0.0,Optimal,1,165298,4,6999,8
5434,fpss-outp-fps2,../inputs/case6495rte.graphml,6495,8084,2344,5,17545,9875,1,1364.0,1364,0.0,Optimal,1730,8651906,31,253195,158
5435,fpss-outp-fps1-fps3,../inputs/case30.graphml,30,41,7,4,69,45,3,6.0,6,0.0,Optimal,1,1610,4,45,0
5436,fpss-outp-fps2,../inputs/case2869pegase.graphml,2869,3968,869,5,7363,4163,4,629.0,629,0.0,Optimal,5882,8083330,20,30137,75
5437,fpss-outp-fps1-fps3,../inputs/case1951rte.graphml,1951,2375,651,6,5006,3493,4,406.0,406,0.0,Optimal,1,277511,12,11717,6
5438,fpss-outp-fps1-fps2-fps3,../inputs/case_Texas.graphml,2000,2667,376,11,3819,2958,3,412.0,412,0.0,Optimal,35,1352043,10,5742,4
5439,fpss-outp-fps1-fps2-fps3,../inputs/case6470rte.graphml,6470,8066,2352,8,14978,12098,1,1306.0,1306,0.0,Optimal,2998,8058400,15,106739,11
5440,fpss-outp-fps1,../inputs/case2868rte.graphml,2868,3471,983,12,6169,4675,1,598.0,598,0.0,Optimal,1,331965,14,25077,15
5441,fpss-outp-fps1-fps3,../inputs/case145.graphml,145,422,71,16,598,756,3,18.0,18,0.0,Optimal,230,112930,14,885,15
5442,fpss-outp-fps2-fps3,../inputs/case9.graphml,9,9,4,1,34,19,3,3.0,3,0.0,Optimal,1,865,3,39,1
5443,fpss-outp-fps3,../inputs/case_south_carolina500.graphml,500,584,211,11,1365,773,1,75.0,75,0.0,Optimal,1,13909,3,772,1
5444,fpss-outp-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,5,39374,47724,0,3317.0,3317,0.0,Optimal,1742,32190394,24,499218,235
5445,fpss-outp,../inputs/case_illinois200.graphml,200,245,44,11,384,244,0,39.0,39,0.0,Optimal,1,4810,3,220,0
5446,fpss-outp-fps2-fps3,../inputs/case2383wp.graphml,2383,2886,552,7,4231,3016,1,594.0,594,0.0,Optimal,1,136267,11,8428,28
5447,fpss-outp-fps1-fps3,../inputs/case_iceland118.graphml,189,203,110,7,487,398,3,39.0,39,0.0,Optimal,1,6103,4,268,0
5448,fpss-outp-fps2-fps3,../inputs/case3012wp.graphml,3012,3566,726,6,5371,3811,4,756.0,756,0.0,Optimal,215,716394,17,16397,56
5449,fpss-outp-fps2,../inputs/case1354pegase.graphml,1354,1710,422,2,4721,2320,1,467.0,467,0.0,Optimal,3838,2203979,22,13213,62
5450,fpss-outp-fps1-fps2,../inputs/case_Western.graphml,10024,12241,4106,4,28189,19129,2,1928.0,1932,0.002070393374741201,Timeout,75314,900330154,34,369879,44
5451,fpss-outp-fps1-fps2-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,40,16932,14486,2,2010.0,2010,0.0,Optimal,1,1073165,9,61789,11
5452,fpss-outp-fps1-fps3,../inputs/case_south_carolina500.graphml,500,584,211,4,1680,1083,0,89.0,89,0.0,Optimal,2355,989806,11,2308,6
5453,fpss-outp-fps1,../inputs/case24_ieee_rts.graphml,24,34,4,5,37,28,3,6.0,6,0.0,Optimal,1,894,3,29,0
5454,fpss-outp-fps3,../inputs/case_ieee30.graphml,30,41,7,0,137,67,3,23.0,23,0.0,Optimal,1,944,2,56,0
5455,fpss-outp-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,29,17511,12683,1,2010.0,2010,0.0,Optimal,155,2205890,16,246144,137
5456,fpss-outp-fps1,../inputs/case3120sp.graphml,3120,3684,798,3,7307,4773,4,794.0,794,0.0,Optimal,1823,7355484,24,27637,18
5457,fpss-outp-fps1-fps3,../inputs/case1888rte.graphml,1888,2308,681,8,4412,3408,1,375.0,375,0.0,Optimal,1,174674,5,4142,0
5458,fpss-outp-fps3,../inputs/case3012wp.graphml,3012,3566,726,6,5371,3797,4,756.0,756,0.0,Optimal,119,583795,18,19836,50
5459,fpss-outp-fps3,../inputs/case2746wop.graphml,2746,3300,709,7,4896,3510,4,677.0,677,0.0,Optimal,1,234426,11,12912,47
5460,fpss-outp-fps1-fps3,../inputs/case1888rte.graphml,1888,2308,681,11,4122,3377,4,375.0,375,0.0,Optimal,1,88465,6,4609,1
5461,fpss-outp-fps1-fps2-fps3,../inputs/case2746wp.graphml,2746,3274,704,7,4866,3937,4,684.0,684,0.0,Optimal,1,139687,7,8095,1
5462,fpss-outp-fps2-fps3,../inputs/case_Western.graphml,10024,12241,4106,10,23895,15196,1,1827.0,1827,0.0,Optimal,1960,40039776,32,353220,122
5463,fpss-outp-fps1-fps2-fps3,../inputs/case_GBreduced29.graphml,29,50,0,6,29,29,0,7.0,7,0.0,Optimal,1,2043,2,19,0
5464,fpss-outp-fps1-fps2-fps3,../inputs/case89pegase.graphml,89,206,43,7,430,195,1,13.0,13,0.0,Optimal,1,9158,6,220,0
5465,fpss-outp-fps1-fps3,../inputs/case11_iwamoto.graphml,11,11,6,0,48,33,1,5.0,5,0.0,Optimal,1,635,3,16,0
5466,fpss-outp-fps1-fps2-fps3,../inputs/case89pegase.graphml,89,206,43,12,307,183,4,13.0,13,0.0,Optimal,1,5959,4,137,0
5467,fpss-outp-fps1-fps2-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,30,17481,14502,4,2010.0,2010,0.0,Optimal,1,1964201,14,142186,12
5468,fpss-outp-fps1,../inputs/case57.graphml,57,78,15,6,97,77,1,12.0,12,0.0,Optimal,1,1990,4,72,0
5469,fpss-outp,../inputs/case_Western.graphml,10024,12241,4106,16,23737,14131,0,1825.0,1825,0.0,Optimal,1785,16538472,28,294190,150
5470,fpss-outp-fps2-fps3,../inputs/case89pegase.graphml,89,206,43,10,366,156,2,13.0,13,0.0,Optimal,1,5179,3,119,0
5471,fpss-outp-fps1-fps3,../inputs/case1888rte.graphml,1888,2308,681,8,4412,3408,2,375.0,375,0.0,Optimal,1,175454,5,4230,0
5472,fpss-outp,../inputs/case2383wp.graphml,2383,2886,552,8,4143,2941,0,594.0,594,0.0,Optimal,1,159349,9,7798,34
5473,fpss-outp-fps1-fps2-fps3,../inputs/case1888rte.graphml,1888,2308,681,9,4196,3576,0,375.0,375,0.0,Optimal,1,110052,7,4026,1
5474,fpss-outp-fps1,../inputs/case6468rte.graphml,6468,8065,2384,2,23701,13030,4,1886.0,1887,0.0005299417064122947,Timeout,142327,900341192,45,302502,103
5475,fpss-outp-fps2,../inputs/case2736sp.graphml,2736,3265,645,3,6506,3796,0,702.0,702,0.0,Optimal,1929,4911041,32,30456,87
5476,fpss-outp-fps1-fps2-fps3,../inputs/case300.graphml,300,409,66,2,1103,593,0,94.0,94,0.0,Optimal,263,157255,10,987,1
5477,fpss-outp-fps3,../inputs/case2737sop.graphml,2737,3266,655,4,5735,3623,4,690.0,690,0.0,Optimal,3062,3540139,17,17739,65
5478,fpss-outp-fps2,../inputs/case118.graphml,118,179,11,5,225,139,4,29.0,29,0.0,Optimal,1,5909,5,164,1
5479,fpss-outp-fps1-fps2,../inputs/case13659pegase.graphml,13659,18625,4024,9,32035,25837,1,2856.0,2856,0.0,Optimal,7008,46938344,20,275444,27
5480,fpss-outp-fps1-fps2-fps3,../inputs/case6515rte.graphml,6515,8104,2344,16,13941,12023,4,1315.0,1315,0.0,Optimal,1,613055,11,48152,14
5481,fpss-outp-fps2-fps3,../inputs/case118.graphml,118,179,11,4,280,150,1,30.0,30,0.0,Optimal,1,15774,5,199,1
5482,fpss-outp-fps1-fps3,../inputs/case2746wp.graphml,2746,3274,704,7,4866,3903,0,684.0,684,0.0,Optimal,1,334412,9,11328,4
5483,fpss-outp-fps2-fps3,../inputs/case300.graphml,300,409,66,6,577,403,4,74.0,74,0.0,Optimal,1,10527,6,614,7
5484,fpss-outp-fps1-fps2-fps3,../inputs/case2746wop.graphml,2746,3300,709,9,4787,3936,2,677.0,677,0.0,Optimal,1,136686,10,6809,2
5485,fpss-outp-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,19,18505,12725,4,2010.0,2010,0.0,Optimal,4055,13721449,20,178188,134
5486,fpss-outp-fps1-fps3,../inputs/case_GB2224.graphml,2224,2804,1367,6,7188,5702,3,329.0,329,0.0,Optimal,1801,3647981,16,36260,76
5487,fpss-outp,../inputs/case_Texas.graphml,2000,2667,376,13,3719,2378,4,411.0,411,0.0,Optimal,896,1313904,20,18064,26
5488,fpss-outp-fps1-fps3,../inputs/case6468rte.graphml,6468,8065,2384,0,30031,17969,2,4204.0,4204,0.0,Optimal,1949,6984223,38,368375,295
5489,fpss-outp-fps2-fps3,../inputs/case2848rte.graphml,2848,3442,1023,6,7319,4684,1,593.0,593,0.0,Optimal,325,1014236,12,25818,54
5490,fpss-outp-fps2,../inputs/case2848rte.graphml,2848,3442,1023,13,6127,4127,3,585.0,585,0.0,Optimal,1,137755,10,21143,51
5491,fpss-outp,../inputs/case6495rte.graphml,6495,8084,2344,0,30069,15334,4,4267.0,4267,0.0,Optimal,1956,6426265,44,460544,938
5492,fpss-outp-fps2-fps3,../inputs/case6495rte.graphml,6495,8084,2344,13,13930,10117,4,1314.0,1314,0.0,Optimal,423,1987852,17,118163,61
5493,fpss-outp,../inputs/case_Texas.graphml,2000,2667,376,14,3705,2377,2,411.0,411,0.0,Optimal,3291,5397769,18,11550,23
5494,fpss-outp-fps1-fps3,../inputs/case14.graphml,14,20,2,1,58,29,1,6.0,6,0.0,Optimal,1,796,3,14,0
5495,fpss-outp-fps2,../inputs/case1888rte.graphml,1888,2308,681,2,6862,3387,3,570.0,570,0.0,Optimal,2244,3873519,19,21126,96
5496,fpss-outp-fps1,../inputs/case2383wp.graphml,2383,2886,552,3,5975,3646,3,623.0,623,0.0,Optimal,1824,7797678,18,16220,14
5497,fpss-outp-fps1-fps2-fps3,../inputs/case2746wp.graphml,2746,3274,704,1,10813,6178,0,1194.0,1194,0.0,Optimal,1,285330,5,5573,0
5498,fpss-outp-fps1-fps2,../inputs/case_Texas.graphml,2000,2667,376,15,3705,2841,1,411.0,411,0.0,Optimal,128,1263302,9,6744,2
5499,fpss-outp-fps1,../inputs/case_GB2224.graphml,2224,2804,1367,4,7905,5278,4,359.0,359,0.0,Optimal,1615,8143611,42,70555,159
5500,fpss-outp-fps1-fps2-fps3,../inputs/case2746wop.graphml,2746,3300,709,5,5377,4025,0,681.0,681,0.0,Optimal,235,875880,10,7532,0
5501,fpss-outp-fps2,../inputs/case300.graphml,300,409,66,11,506,368,4,72.0,72,0.0,Optimal,1,6511,3,326,0
5502,fpss-outp-fps2-fps3,../inputs/case145.graphml,145,422,71,18,528,922,4,18.0,18,0.0,Optimal,1,67610,10,739,18
5503,fpss-outp-fps2,../inputs/case3375wp.graphml,3374,4068,889,4,7548,4633,3,829.0,829,0.0,Optimal,1878,6600913,29,40898,81
5504,fpss-outp-fps2-fps3,../inputs/case_GB2224.graphml,2224,2804,1367,2,9809,5141,2,518.0,518,0.0,Optimal,6236,15959824,34,57495,329
5505,fpss-outp-fps1-fps2,../inputs/case13659pegase.graphml,13659,18625,4024,29,26814,25451,4,2721.0,2721,0.0,Optimal,47,3068385,11,229631,13
5506,fpss-outp-fps1-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,18,28123,48941,4,2736.0,2736,0.0,Optimal,1,2617908,12,103317,8
5507,fpss-outp-fps1,../inputs/case24_ieee_rts.graphml,24,34,4,3,59,33,3,6.0,6,0.0,Optimal,1,1183,4,28,0
5508,fpss-outp-fps1-fps2,../inputs/case13659pegase.graphml,13659,18625,4024,26,27069,25460,3,2721.0,2721,0.0,Optimal,33,2396023,14,205098,15
5509,fpss-outp,../inputs/case118.graphml,118,179,11,7,175,131,0,29.0,29,0.0,Optimal,1,5996,4,127,1
5510,fpss-outp-fps2,../inputs/case2868rte.graphml,2868,3471,983,5,7788,4344,2,620.0,620,0.0,Optimal,3784,5598297,25,47452,58
5511,fpss-outp,../inputs/case2746wop.graphml,2746,3300,709,3,6696,3847,3,698.0,698,0.0,Optimal,2061,4245997,20,24598,96
5512,fpss-outp-fps1-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,26,17710,14200,4,2010.0,2010,0.0,Optimal,3760,11503570,11,128637,14
5513,fpss-outp-fps3,../inputs/case_GB2224.graphml,2224,2804,1367,5,7530,4314,1,338.0,338,0.0,Optimal,1740,3618279,23,47452,177
5514,fpss-outp-fps1,../inputs/case3012wp.graphml,3012,3566,726,6,5371,4197,3,756.0,756,0.0,Optimal,1,449722,11,13283,4
5515,fpss-outp-fps1,../inputs/case1888rte.graphml,1888,2308,681,4,5571,3352,3,416.0,416,0.0,Optimal,2262,2653230,23,20788,27
5516,fpss-outp-fps2,../inputs/case5.graphml,5,6,0,2,11,7,0,2.0,2,0.0,Optimal,1,1840,1,4,0
5517,fpss-outp-fps2,../inputs/case57.graphml,57,78,15,1,252,128,0,22.0,22,0.0,Optimal,1,3967,5,174,1
5518,fpss-outp-fps1-fps2-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,34,17186,14493,1,2010.0,2010,0.0,Optimal,1,1522281,13,136260,9
5519,fpss-outp-fps1-fps3,../inputs/case89pegase.graphml,89,206,43,1,607,243,4,34.0,34,0.0,Optimal,1,8140,4,165,0
5520,fpss-outp-fps1-fps2,../inputs/case24_ieee_rts.graphml,24,34,4,1,104,51,4,10.0,10,0.0,Optimal,1,1189,3,46,0
5521,fpss-outp-fps3,../inputs/case_GB2224.graphml,2224,2804,1367,5,7530,4314,2,338.0,338,0.0,Optimal,1620,3752500,19,41483,176
5522,fpss-outp-fps1-fps3,../inputs/case6470rte.graphml,6470,8066,2352,1,27883,15808,3,2945.0,2945,0.0,Optimal,1,2951003,12,169597,25
5523,fpss-outp-fps2,../inputs/case6ww.graphml,6,11,1,5,9,7,4,1.0,1,0.0,Optimal,0,511,1,2,0
5524,fpss-outp-fps3,../inputs/case2848rte.graphml,2848,3442,1023,11,6235,4294,0,585.0,585,0.0,Optimal,1,189672,8,8572,41
5525,fpss-outp-fps2-fps3,../inputs/case2868rte.graphml,2868,3471,983,1,11955,6215,4,1330.0,1330,0.0,Optimal,112,584520,12,30047,67
5526,fpss-outp-fps1-fps3,../inputs/case3012wp.graphml,3012,3566,726,5,5665,4268,4,758.0,758,0.0,Optimal,1100,1616559,9,8828,4
5527,fpss-outp-fps1,../inputs/case2383wp.graphml,2383,2886,552,6,4406,3304,1,594.0,594,0.0,Optimal,1,329731,10,6881,6
5528,fpss-outp-fps1-fps3,../inputs/case300.graphml,300,409,66,5,613,451,0,75.0,75,0.0,Optimal,1,14507,6,478,0
5529,fpss-outp-fps2-fps3,../inputs/case2869pegase.graphml,2869,3968,869,5,7363,4455,4,629.0,629,0.0,Optimal,6957,8303660,16,23165,59
5530,fpss-outp-fps1-fps2,../inputs/case1951rte.graphml,1951,2375,651,0,8852,5264,0,1332.0,1332,0.0,Optimal,1848,1073738,46,52510,164
5531,fpss-outp-fps3,../inputs/case300.graphml,300,409,66,3,851,463,4,81.0,81,0.0,Optimal,1041,203771,9,1004,8
5532,fpss-outp-fps2-fps3,../inputs/case3375wp.graphml,3374,4068,889,0,14161,7831,4,2498.0,2498,0.0,Optimal,64,442531,13,29630,147
5533,fpss-outp-fps1-fps2-fps3,../inputs/case1888rte.graphml,1888,2308,681,7,4580,3621,1,377.0,377,0.0,Optimal,1,252387,8,5292,0
5534,fpss-outp,../inputs/case2736sp.graphml,2736,3265,645,2,7847,4213,2,776.0,776,0.0,Optimal,1780,10242155,30,38769,98
5535,fpss-outp-fps2-fps3,../inputs/case_illinois200.graphml,200,245,44,0,874,490,4,156.0,156,0.0,Optimal,1,4665,4,375,9
5536,fpss-outp-fps1-fps2,../inputs/case6515rte.graphml,6515,8104,2344,9,14680,11367,0,1316.0,1316,0.0,Optimal,650,3060820,25,171442,40
5537,fpss-outp-fps1-fps3,../inputs/case2383wp.graphml,2383,2886,552,5,4724,3389,4,596.0,596,0.0,Optimal,329,949056,13,8620,3
5538,fpss-outp-fps2,../inputs/case300.graphml,300,409,66,0,1324,668,1,236.0,236,0.0,Optimal,28,23045,12,1526,25
5539,fpss-outp-fps2-fps3,../inputs/case6468rte.graphml,6468,8065,2384,9,14613,10192,0,1292.0,1292,0.0,Optimal,55,1516686,16,101146,95
5540,fpss-outp-fps1-fps2-fps3,../inputs/case5.graphml,5,6,0,3,5,5,0,2.0,2,0.0,Optimal,1,1524,1,3,0
5541,fpss-outp-fps1,../inputs/case_iceland118.graphml,189,203,110,8,463,385,2,39.0,39,0.0,Optimal,1,5642,4,214,0
5542,fpss-outp,../inputs/case11_iwamoto.graphml,11,11,6,0,48,28,0,5.0,5,0.0,Optimal,1,1989,3,50,1
5543,fpss-outp-fps1-fps3,../inputs/case24_ieee_rts.graphml,24,34,4,4,47,36,0,6.0,6,0.0,Optimal,1,2180,4,30,0
5544,fpss-outp-fps1-fps2-fps3,../inputs/case2383wp.graphml,2383,2886,552,2,7151,4102,4,693.0,693,0.0,Optimal,1739,4653579,18,16960,17
5545,fpss-outp-fps1,../inputs/case145.graphml,145,422,71,0,1295,465,2,91.0,91,0.0,Optimal,34985,1674345,78,15280,305
5546,fpss-outp-fps1-fps3,../inputs/case2848rte.graphml,2848,3442,1023,7,6927,5226,4,587.0,587,0.0,Optimal,1,459873,9,10808,4
5547,fpss-outp-fps1,../inputs/case13659pegase.graphml,13659,18625,4024,7,34499,20984,0,3002.0,3002,0.0,Optimal,1827,15939129,22,334137,31
5548,fpss-outp-fps2,../inputs/case13659pegase.graphml,13659,18625,4024,40,26205,22832,0,2721.0,2721,0.0,Optimal,1,1653771,15,246163,105
5549,fpss-outp-fps2,../inputs/case6468rte.graphml,6468,8065,2384,13,13930,9404,2,1291.0,1291,0.0,Optimal,133,1345510,12,49447,94
5550,fpss-outp-fps1-fps3,../inputs/case2746wp.graphml,2746,3274,704,8,4802,3895,4,684.0,684,0.0,Optimal,1,132822,6,9768,3
5551,fpss-outp-fps2,../inputs/case6495rte.graphml,6495,8084,2344,14,13916,9394,0,1314.0,1314,0.0,Optimal,3529,7801639,19,164354,73
5552,fpss-outp-fps2,../inputs/case300.graphml,300,409,66,3,851,439,0,81.0,81,0.0,Optimal,169,128022,10,1067,10
5553,fpss-outp-fps1-fps2,../inputs/case2746wp.graphml,2746,3274,704,0,11305,6628,0,2046.0,2046,0.0,Optimal,1,193795,9,16438,15
5554,fpss-outp-fps1-fps3,../inputs/case89pegase.graphml,89,206,43,4,493,198,1,15.0,15,0.0,Optimal,1,13132,6,280,1
5555,fpss-outp-fps1-fps3,../inputs/case2869pegase.graphml,2869,3968,869,11,5606,4538,4,612.0,612,0.0,Optimal,1,197271,12,14030,3
5556,fpss-outp-fps3,../inputs/case_Texas.graphml,2000,2667,376,4,4799,2651,1,490.0,490,0.0,Optimal,18038,47175822,23,20814,37
5557,fpss-outp-fps1-fps2-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,33,26561,54025,2,2721.0,2721,0.0,Optimal,1,1855496,8,216014,6
5558,fpss-outp-fps3,../inputs/case_ieee30.graphml,30,41,7,0,137,67,2,23.0,23,0.0,Optimal,1,996,2,27,0
5559,fpss-outp-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,12,29629,46445,1,2781.0,2781,0.0,Optimal,67,4103111,17,138342,105
5560,fpss-outp-fps2-fps3,../inputs/case6495rte.graphml,6495,8084,2344,3,20256,11210,4,1568.0,1568,0.0,Optimal,18740,109692189,32,278886,160
5561,fpss-outp-fps1-fps2,../inputs/case300.graphml,300,409,66,5,613,427,0,75.0,75,0.0,Optimal,1,15407,7,595,1
5562,fpss-outp-fps2-fps3,../inputs/case3375wp.graphml,3374,4068,889,5,6918,4587,3,821.0,821,0.0,Optimal,2341,3164789,14,27786,71
5563,fpss-outp-fps2-fps3,../inputs/case2737sop.graphml,2737,3266,655,4,5735,3655,4,690.0,690,0.0,Optimal,2530,2724985,16,20517,59
5564,fpss-outp-fps1-fps3,../inputs/case6495rte.graphml,6495,8084,2344,4,18840,12180,4,1424.0,1424,0.0,Optimal,1852,23740809,20,147169,37
5565,fpss-outp,../inputs/case2746wop.graphml,2746,3300,709,0,11387,6201,1,2041.0,2041,0.0,Optimal,1,181689,10,12655,107
