,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
2158,efpss-inp,../inputs/case30.graphml,30,41,7,0,133,73,3,23.0,23,0.0,Optimal,1,3587,11,259,22
2159,efpss,../inputs/case9241pegase.graphml,9241,14207,2902,2,35975,13041,4,2695.0,2701,0.0022213994816734544,Timeout,97840,900824323,127,1311340,5638
2160,efpss-inp,../inputs/case33bw.graphml,33,32,1,0,98,67,3,32.0,32,0.0,Optimal,0,585,2,15,0
2161,efpss,../inputs/case9241pegase.graphml,9241,14207,2902,10,19987,9417,3,2010.0,2010,0.0,Optimal,1530,8664610,40,370196,2092
2162,efpss-inp,../inputs/case39.graphml,39,46,10,2,130,82,1,10.0,10,0.0,Optimal,14,18645,12,360,20
2163,efpss-inp,../inputs/case14.graphml,14,20,2,5,19,19,2,3.0,3,0.0,Optimal,1,591,2,12,0
2164,efpss,../inputs/case6470rte.graphml,6470,8066,2352,6,16457,6780,4,1325.0,1325,0.0,Optimal,2039,8453983,66,513393,6993
2165,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,35,17116,14075,0,2010.0,2010,0.0,Optimal,1741,7435437,37,282117,2021
2166,efpss-inp-outp,../inputs/case39.graphml,39,46,10,1,154,104,3,16.0,16,0.0,Optimal,1,1577,5,95,1
2167,efpss-outp,../inputs/case2383wp.graphml,2383,2886,552,3,5975,3319,3,623.0,623,0.0,Optimal,1993,7618486,27,24732,55
2168,efpss-inp-outp,../inputs/case6515rte.graphml,6515,8104,2344,12,14077,13288,2,1315.0,1315,0.0,Optimal,1,700072,12,125391,52
2169,efpss,../inputs/case118.graphml,118,179,11,2,397,173,1,37.0,37,0.0,Optimal,261,57949,27,1561,49
2170,efpss-inp-outp,../inputs/case2737sop.graphml,2737,3266,655,1,10700,7011,1,1204.0,1204,0.0,Optimal,2515,2376783,16,22911,78
2171,efpss-inp-outp,../inputs/case6515rte.graphml,6515,8104,2344,15,13957,13279,1,1315.0,1315,0.0,Optimal,1,671372,12,114910,76
2172,efpss,../inputs/case2736sp.graphml,2736,3265,645,2,7847,3568,0,776.0,776,0.0,Optimal,9584,32014014,81,108580,2151
2173,efpss,../inputs/case1951rte.graphml,1951,2375,651,0,8852,3902,2,1332.0,1332,0.0,Optimal,2820,3729181,65,101700,5701
2174,efpss-outp,../inputs/case_GB2224.graphml,2224,2804,1367,8,6660,3629,3,323.0,323,0.0,Optimal,1779,1851506,22,41377,178
2175,efpss-inp-outp,../inputs/case_illinois200.graphml,200,245,44,11,384,375,2,39.0,39,0.0,Optimal,1,4149,3,199,0
2176,efpss,../inputs/case_Western.graphml,10024,12241,4106,4,28189,10781,4,1924.0,1932,0.004140786749482402,Timeout,88433,900365998,150,2473001,21214
2177,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,18,18562,14132,0,2010.0,2010,0.0,Optimal,1528,7644339,34,294049,1953
2178,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,40,16932,16972,3,2010.0,2010,0.0,Optimal,5640,17200618,16,146452,147
2179,efpss-inp-outp,../inputs/case_ieee30.graphml,30,41,7,1,134,81,2,12.0,12,0.0,Optimal,1,1400,3,66,0
2180,efpss-inp-outp,../inputs/case89pegase.graphml,89,206,43,10,366,216,0,13.0,13,0.0,Optimal,1,6959,3,101,0
2181,efpss-inp,../inputs/case145.graphml,145,422,71,13,699,274,4,18.0,18,0.0,Optimal,194,55011,18,1847,96
2182,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,6,6510,6122,3,818.0,818,0.0,Optimal,1890,1946633,16,24644,77
2183,efpss-outp,../inputs/case2848rte.graphml,2848,3442,1023,12,6127,3873,0,585.0,585,0.0,Optimal,1,139096,7,19151,50
2184,efpss-inp-outp,../inputs/case4gs.graphml,4,4,0,0,12,8,1,4.0,4,0.0,Optimal,0,262,1,1,0
2185,efpss,../inputs/case_Texas.graphml,2000,2667,376,14,3705,2001,3,411.0,411,0.0,Optimal,2174,7142994,28,26529,1914
2186,efpss-inp-outp,../inputs/case1354pegase.graphml,1354,1710,422,8,2749,2576,3,311.0,311,0.0,Optimal,1,94770,11,5632,21
2187,efpss-outp,../inputs/case1951rte.graphml,1951,2375,651,3,6134,2946,0,499.0,499,0.0,Optimal,1851,2114682,16,15671,43
2188,efpss,../inputs/case_illinois200.graphml,200,245,44,1,802,328,0,97.0,97,0.0,Optimal,1898,196184,36,4604,320
2189,efpss-inp,../inputs/case_Western.graphml,10024,12241,4106,3,32757,20725,0,2008.0,2024,0.007905138339920948,Timeout,48322,900441765,232,3341893,14338
2190,efpss-inp,../inputs/case2383wp.graphml,2383,2886,552,5,4724,3682,0,596.0,596,0.0,Optimal,2181,1717171,46,39709,918
2191,efpss,../inputs/case1888rte.graphml,1888,2308,681,8,4412,1926,3,375.0,375,0.0,Optimal,622,565919,21,26752,2025
2192,efpss-inp,../inputs/case_Texas.graphml,2000,2667,376,5,4369,3131,2,462.0,462,0.0,Optimal,3774,14309393,115,102739,2019
2193,efpss-inp-outp,../inputs/case2746wop.graphml,2746,3300,709,8,4832,4891,2,677.0,677,0.0,Optimal,1,165315,12,12649,43
2194,efpss,../inputs/case300.graphml,300,409,66,10,517,301,1,72.0,72,0.0,Optimal,1,10277,9,1116,122
2195,efpss-inp-outp,../inputs/case2848rte.graphml,2848,3442,1023,12,6127,5853,4,585.0,585,0.0,Optimal,1,135825,7,18862,44
2196,efpss-outp,../inputs/case1888rte.graphml,1888,2308,681,10,4166,2580,2,375.0,375,0.0,Optimal,1,115347,10,9741,36
2197,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,3,8982,6347,4,722.0,722,0.0,Optimal,1984,4102839,22,37179,65
2198,efpss-inp-outp,../inputs/case118.graphml,118,179,11,5,225,172,4,29.0,29,0.0,Optimal,1,5535,5,168,1
2199,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,19,18505,12203,3,2010.0,2010,0.0,Optimal,4837,13822951,20,178159,138
2200,efpss-outp,../inputs/case6470rte.graphml,6470,8066,2352,0,29983,15292,0,4235.0,4235,0.0,Optimal,2457,4770521,29,170954,751
2201,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,0,13333,8198,4,2063.0,2063,0.0,Optimal,1,365663,18,23439,210
2202,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,16,18651,14137,0,2010.0,2010,0.0,Optimal,1579,8491349,32,245008,1970
2203,efpss-inp,../inputs/case30.graphml,30,41,7,2,100,55,1,8.0,8,0.0,Optimal,1,3974,6,114,6
2204,efpss-outp,../inputs/case145.graphml,145,422,71,6,1013,267,1,18.0,18,0.0,Optimal,39,105619,21,1892,40
2205,efpss-inp-outp,../inputs/case24_ieee_rts.graphml,24,34,4,2,86,52,1,7.0,7,0.0,Optimal,1,1286,3,24,0
2206,efpss,../inputs/case2868rte.graphml,2868,3471,983,1,11955,4638,3,1330.0,1330,0.0,Optimal,3531,6125223,59,135912,4078
2207,efpss-inp-outp,../inputs/case6495rte.graphml,6495,8084,2344,7,15695,13434,3,1322.0,1322,0.0,Optimal,2018,5974915,15,134292,80
2208,efpss,../inputs/case2737sop.graphml,2737,3266,655,4,5735,2926,2,690.0,690,0.0,Optimal,1742,2897661,63,81290,2168
2209,efpss,../inputs/case2848rte.graphml,2848,3442,1023,2,10255,3782,0,862.0,862,0.0,Optimal,3528,9215783,84,169440,3616
2210,efpss-inp,../inputs/case145.graphml,145,422,71,17,564,265,4,18.0,18,0.0,Optimal,67,43910,20,1856,92
2211,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,9,6480,4264,0,322.0,322,0.0,Optimal,1617,3358403,64,114699,2314
2212,efpss,../inputs/case6470rte.graphml,6470,8066,2352,13,13880,6472,2,1303.0,1303,0.0,Optimal,2147,4405551,27,138879,5784
2213,efpss,../inputs/case6515rte.graphml,6515,8104,2344,14,13972,6517,3,1315.0,1315,0.0,Optimal,3712,6822409,22,157057,5952
2214,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,40,16932,12144,4,2010.0,2010,0.0,Optimal,511,3274162,21,206670,147
2215,efpss-inp-outp,../inputs/case_south_carolina500.graphml,500,584,211,1,2244,1446,1,181.0,181,0.0,Optimal,1,31694,5,1661,5
2216,efpss-inp,../inputs/case145.graphml,145,422,71,3,1142,335,2,27.0,27,0.0,Optimal,1863,1165138,75,10736,376
2217,efpss-inp-outp,../inputs/case_illinois200.graphml,200,245,44,1,802,503,4,97.0,97,0.0,Optimal,1,9815,3,217,0
2218,efpss,../inputs/case_south_carolina500.graphml,500,584,211,3,1804,585,3,98.0,98,0.0,Optimal,1755,1334083,64,25594,1618
2219,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,5,25568,15026,3,2038.0,2038,0.0,Optimal,2703,27091638,56,348320,3062
2220,efpss,../inputs/case_south_carolina500.graphml,500,584,211,2,2200,717,0,120.0,120,0.0,Optimal,2048,1723264,66,26720,1761
2221,efpss-inp-outp,../inputs/case6470rte.graphml,6470,8066,2352,10,14303,13226,1,1303.0,1303,0.0,Optimal,1,721808,15,127489,68
2222,efpss,../inputs/case1354pegase.graphml,1354,1710,422,10,2567,1360,0,311.0,311,0.0,Optimal,7,128117,13,6902,808
2223,efpss-inp,../inputs/case6470rte.graphml,6470,8066,2352,11,14149,10860,4,1303.0,1303,0.0,Optimal,3940,7841730,30,246476,2672
2224,efpss-inp,../inputs/case24_ieee_rts.graphml,24,34,4,5,37,34,4,6.0,6,0.0,Optimal,1,1679,6,89,4
2225,efpss-inp-outp,../inputs/case89pegase.graphml,89,206,43,4,493,234,1,15.0,15,0.0,Optimal,1,18708,7,330,3
2226,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,10,1365,998,3,75.0,75,0.0,Optimal,1,86761,23,6348,543
2227,efpss-outp,../inputs/case1888rte.graphml,1888,2308,681,1,7916,3722,0,864.0,864,0.0,Optimal,1,435436,14,14510,93
2228,efpss-inp,../inputs/case2869pegase.graphml,2869,3968,869,14,5427,4462,2,612.0,612,0.0,Optimal,2793,1514289,23,28115,689
2229,efpss-outp,../inputs/case300.graphml,300,409,66,4,683,395,0,76.0,76,0.0,Optimal,1,22008,9,846,6
2230,efpss-outp,../inputs/case_south_carolina500.graphml,500,584,211,3,1804,796,2,98.0,98,0.0,Optimal,7508,1457468,19,4190,8
2231,efpss-inp-outp,../inputs/case96rts.graphml,73,108,9,2,260,150,4,22.0,22,0.0,Optimal,1,10869,4,87,0
2232,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,25,17788,12171,4,2010.0,2010,0.0,Optimal,671,3568063,16,158241,149
2233,efpss,../inputs/case_GBreduced29.graphml,29,50,0,2,119,53,4,10.0,10,0.0,Optimal,1,1702,2,18,0
2234,efpss-outp,../inputs/case1354pegase.graphml,1354,1710,422,3,4073,2056,4,379.0,379,0.0,Optimal,8351,3573972,19,10083,49
2235,efpss-outp,../inputs/case1354pegase.graphml,1354,1710,422,1,5393,2608,1,703.0,703,0.0,Optimal,1,97080,10,6604,50
2236,efpss-outp,../inputs/case5.graphml,5,6,0,3,5,5,3,2.0,2,0.0,Optimal,1,397,1,1,0
2237,efpss-inp-outp,../inputs/case39.graphml,39,46,10,4,76,75,0,9.0,9,0.0,Optimal,1,3029,3,41,0
2238,efpss-inp,../inputs/case6515rte.graphml,6515,8104,2344,13,13986,10937,4,1315.0,1315,0.0,Optimal,4295,8394983,28,210466,2479
2239,efpss-outp,../inputs/case39.graphml,39,46,10,1,154,79,1,16.0,16,0.0,Optimal,1,1541,5,97,1
2240,efpss-inp-outp,../inputs/case3012wp.graphml,3012,3566,726,10,5092,5219,3,755.0,755,0.0,Optimal,1,308775,14,25621,49
2241,efpss-outp,../inputs/case145.graphml,145,422,71,15,614,225,2,18.0,18,0.0,Optimal,1,63415,10,741,19
2242,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,17,18634,12210,3,2010.0,2010,0.0,Optimal,2905,9255979,25,131258,143
2243,efpss-inp-outp,../inputs/case6515rte.graphml,6515,8104,2344,7,15741,13471,1,1324.0,1324,0.0,Optimal,94,2715265,16,166577,90
2244,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,4,7905,4488,2,359.0,359,0.0,Optimal,2502,10089656,74,148530,3059
2245,efpss-inp,../inputs/case2868rte.graphml,2868,3471,983,6,7362,5020,1,607.0,607,0.0,Optimal,1803,2638616,64,101181,1696
2246,efpss,../inputs/case145.graphml,145,422,71,3,1142,221,3,27.0,27,0.0,Optimal,6589,1555757,57,9617,450
2247,efpss-inp,../inputs/case_Texas.graphml,2000,2667,376,1,8567,4594,0,939.0,939,0.0,Optimal,5692,14790458,73,90693,3265
2248,efpss,../inputs/case3375wp.graphml,3374,4068,889,6,6510,3436,0,818.0,818,0.0,Optimal,1691,2493144,59,89701,2637
2249,efpss-inp,../inputs/case6468rte.graphml,6468,8065,2384,2,23701,13102,4,1886.0,1887,0.0005299417064122947,Timeout,201328,900450884,120,930129,6348
2250,efpss-outp,../inputs/case_south_carolina500.graphml,500,584,211,11,1365,713,1,75.0,75,0.0,Optimal,1,14827,3,832,1
2251,efpss-inp-outp,../inputs/case3120sp.graphml,3120,3684,798,6,5682,5561,0,768.0,768,0.0,Optimal,1,624595,13,11262,65
2252,efpss,../inputs/case9241pegase.graphml,9241,14207,2902,0,45305,18482,1,6600.0,6600,0.0,Optimal,7610,24463915,52,424968,15554
2253,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,10,19987,17147,2,2010.0,2010,0.0,Optimal,2703,10775510,17,131140,156
2254,efpss-inp,../inputs/case_Texas.graphml,2000,2667,376,3,5763,3458,0,536.0,538,0.0037174721189591076,Timeout,270129,900159173,130,140080,2750
2255,efpss-outp,../inputs/case57.graphml,57,78,15,1,252,128,1,22.0,22,0.0,Optimal,1,2165,5,140,1
2256,efpss-inp,../inputs/case1951rte.graphml,1951,2375,651,12,4170,3269,0,393.0,393,0.0,Optimal,35,271055,18,14575,735
2257,efpss-inp,../inputs/case39.graphml,39,46,10,4,76,65,0,9.0,9,0.0,Optimal,1,7211,9,246,21
2258,efpss-outp,../inputs/case2848rte.graphml,2848,3442,1023,5,7763,4092,2,606.0,606,0.0,Optimal,2362,2964940,20,40749,81
2259,efpss-outp,../inputs/case57.graphml,57,78,15,3,152,84,0,12.0,12,0.0,Optimal,1,12078,8,190,2
2260,efpss,../inputs/case57.graphml,57,78,15,0,253,114,3,42.0,42,0.0,Optimal,2,7887,13,658,80
2261,efpss-inp-outp,../inputs/case5.graphml,5,6,0,2,11,7,3,2.0,2,0.0,Optimal,1,345,1,1,0
2262,efpss-inp-outp,../inputs/case145.graphml,145,422,71,0,1295,475,3,91.0,91,0.0,Optimal,2733,231064,54,9932,177
2263,efpss,../inputs/case300.graphml,300,409,66,0,1324,600,4,236.0,236,0.0,Optimal,2049,134353,32,6356,479
2264,efpss,../inputs/case6495rte.graphml,6495,8084,2344,12,14008,6503,2,1314.0,1314,0.0,Optimal,2156,4553995,21,186811,5912
2265,efpss-inp,../inputs/case57.graphml,57,78,15,6,97,89,3,12.0,12,0.0,Optimal,1,2941,7,214,14
2266,efpss-outp,../inputs/case3120sp.graphml,3120,3684,798,9,5382,3918,1,768.0,768,0.0,Optimal,175,540081,20,23645,53
2267,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,4,8163,5750,1,662.0,662,0.0,Optimal,1897,9741951,19,25888,83
2268,efpss-outp,../inputs/case6515rte.graphml,6515,8104,2344,13,13986,8862,3,1315.0,1315,0.0,Optimal,1,644838,12,127887,58
2269,efpss-outp,../inputs/case24_ieee_rts.graphml,24,34,4,1,104,51,1,10.0,10,0.0,Optimal,1,1209,3,32,0
2270,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,13,5469,5334,1,612.0,612,0.0,Optimal,1,158587,7,7228,30
2271,efpss-inp,../inputs/case6515rte.graphml,6515,8104,2344,2,23724,13170,2,1927.0,1929,0.0010368066355624676,Timeout,197261,900489918,109,898556,6149
2272,efpss-outp,../inputs/case24_ieee_rts.graphml,24,34,4,2,86,42,2,7.0,7,0.0,Optimal,1,1406,3,25,0
2273,efpss-inp-outp,../inputs/case5.graphml,5,6,0,1,17,10,1,3.0,3,0.0,Optimal,1,470,2,4,0
2274,efpss-inp-outp,../inputs/case_Western.graphml,10024,12241,4106,1,44801,29555,1,3589.0,3589,0.0,Optimal,3521,31532780,33,609806,413
2275,efpss-outp,../inputs/case2848rte.graphml,2848,3442,1023,7,6927,3962,1,587.0,587,0.0,Optimal,131,652621,14,31351,73
2276,efpss-inp,../inputs/case_Western.graphml,10024,12241,4106,4,28189,19583,3,1925.0,1932,0.0036231884057971015,Timeout,91512,900353416,199,2203863,12461
2277,efpss,../inputs/case_south_carolina500.graphml,500,584,211,4,1680,554,2,89.0,89,0.0,Optimal,1876,828313,61,23956,1464
2278,efpss-inp,../inputs/case96rts.graphml,73,108,9,2,260,141,4,22.0,22,0.0,Optimal,15,34936,11,340,11
2279,efpss-outp,../inputs/case2746wp.graphml,2746,3274,704,8,4802,3455,0,684.0,684,0.0,Optimal,1,141409,8,10389,39
2280,efpss-inp,../inputs/case6515rte.graphml,6515,8104,2344,6,16553,11243,2,1338.0,1338,0.0,Optimal,1587,7602772,83,409190,3602
2281,efpss-inp,../inputs/case30.graphml,30,41,7,5,64,45,3,6.0,6,0.0,Optimal,1,1104,4,70,4
2282,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,6,1488,1014,1,80.0,80,0.0,Optimal,1903,480936,69,18118,758
2283,efpss-inp-outp,../inputs/case5.graphml,5,6,0,2,11,7,4,2.0,2,0.0,Optimal,1,365,1,1,0
2284,efpss-outp,../inputs/case_GB2224.graphml,2224,2804,1367,1,11195,5120,0,821.0,821,0.0,Optimal,2216,3720036,33,62608,534
2285,efpss-inp,../inputs/case_illinois200.graphml,200,245,44,3,599,373,1,57.0,57,0.0,Optimal,8276,483804,33,3717,211
2286,efpss-inp-outp,../inputs/case145.graphml,145,422,71,4,1118,400,0,23.0,23,0.0,Optimal,2744,705586,32,3675,75
2287,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,33,17288,12154,4,2010.0,2010,0.0,Optimal,505,3082554,14,144177,150
2288,efpss-outp,../inputs/case3120sp.graphml,3120,3684,798,7,5493,3931,0,768.0,768,0.0,Optimal,1,405749,14,17424,63
2289,efpss-inp-outp,../inputs/case57.graphml,57,78,15,1,252,160,4,22.0,22,0.0,Optimal,1,2483,6,173,2
2290,efpss-inp,../inputs/case6468rte.graphml,6468,8065,2384,15,13901,10847,0,1291.0,1291,0.0,Optimal,2530,5567316,32,165002,2423
2291,efpss-outp,../inputs/case118.graphml,118,179,11,1,509,240,2,56.0,56,0.0,Optimal,1,9368,5,255,2
2292,efpss,../inputs/case_south_carolina500.graphml,500,584,211,3,1804,585,0,98.0,98,0.0,Optimal,1681,885069,62,25450,1567
2293,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,4,1680,1050,0,89.0,89,0.0,Optimal,1837,686188,50,15648,871
2294,efpss,../inputs/case2746wop.graphml,2746,3300,709,3,6696,3138,0,698.0,698,0.0,Optimal,1633,4124968,68,82181,2306
2295,efpss,../inputs/case2869pegase.graphml,2869,3968,869,5,7363,3130,2,629.0,629,0.0,Optimal,1776,2491818,46,75612,2088
2296,efpss-inp-outp,../inputs/case2746wop.graphml,2746,3300,709,9,4787,4886,3,677.0,677,0.0,Optimal,1,147990,11,11891,35
2297,efpss-outp,../inputs/case2868rte.graphml,2868,3471,983,7,6942,3941,3,600.0,600,0.0,Optimal,1,572000,17,27499,37
2298,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,13,1365,998,3,75.0,75,0.0,Optimal,1,81913,18,5021,530
2299,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,9,1375,999,0,75.0,75,0.0,Optimal,76,134627,20,5653,574
2300,efpss,../inputs/case2737sop.graphml,2737,3266,655,9,4653,2737,4,683.0,683,0.0,Optimal,8603,4220390,32,36708,2587
2301,efpss,../inputs/case57.graphml,57,78,15,3,152,69,0,12.0,12,0.0,Optimal,1,14778,15,491,35
2302,efpss-inp,../inputs/case2746wop.graphml,2746,3300,709,7,4896,4190,2,677.0,677,0.0,Optimal,1615,1133489,26,28934,870
2303,efpss-inp-outp,../inputs/case96rts.graphml,73,108,9,2,260,150,0,22.0,22,0.0,Optimal,1,12975,4,103,0
2304,efpss,../inputs/case_GB2224.graphml,2224,2804,1367,12,6309,2226,1,322.0,322,0.0,Optimal,1559,2400905,36,67091,4133
2305,efpss-inp-outp,../inputs/case_south_carolina500.graphml,500,584,211,4,1680,1261,1,89.0,89,0.0,Optimal,2598,952517,13,2537,5
2306,efpss-inp-outp,../inputs/case2848rte.graphml,2848,3442,1023,4,8258,6171,3,637.0,637,0.0,Optimal,2245,4200107,18,32899,88
2307,efpss-inp-outp,../inputs/case300.graphml,300,409,66,4,683,533,4,76.0,76,0.0,Optimal,1,18168,6,588,8
2308,efpss-outp,../inputs/case1888rte.graphml,1888,2308,681,3,5983,2902,4,465.0,465,0.0,Optimal,1902,2158456,15,16648,81
2309,efpss,../inputs/case3120sp.graphml,3120,3684,798,4,6575,3327,1,774.0,774,0.0,Optimal,1556,4569145,63,97042,2420
2310,efpss-outp,../inputs/case3012wp.graphml,3012,3566,726,4,6235,3938,3,762.0,762,0.0,Optimal,7252,7793989,13,15028,72
2311,efpss-inp-outp,../inputs/case96rts.graphml,73,108,9,0,318,180,1,64.0,64,0.0,Optimal,1,1470,3,93,1
2312,efpss-inp-outp,../inputs/case2848rte.graphml,2848,3442,1023,6,7319,5998,1,593.0,593,0.0,Optimal,1,552682,16,31625,60
2313,efpss-outp,../inputs/case_ieee30.graphml,30,41,7,0,137,67,2,23.0,23,0.0,Optimal,1,928,2,37,0
2314,efpss-inp-outp,../inputs/case96rts.graphml,73,108,9,3,200,130,0,20.0,20,0.0,Optimal,1,30024,10,228,0
2315,efpss-inp-outp,../inputs/case3012wp.graphml,3012,3566,726,10,5092,5219,2,755.0,755,0.0,Optimal,1,308144,14,25723,49
2316,efpss,../inputs/case6495rte.graphml,6495,8084,2344,0,30069,12990,2,4266.0,4267,0.00023435669088352472,Timeout,711807,901020087,82,560768,19039
2317,efpss-inp-outp,../inputs/case2737sop.graphml,2737,3266,655,5,5200,4841,2,685.0,685,0.0,Optimal,304,963192,18,20579,57
2318,efpss-outp,../inputs/case2746wp.graphml,2746,3274,704,9,4757,3450,4,684.0,684,0.0,Optimal,1,145640,11,12488,39
2319,efpss-outp,../inputs/case1951rte.graphml,1951,2375,651,10,4262,2615,3,394.0,394,0.0,Optimal,1,87442,12,9485,16
2320,efpss,../inputs/case3012wp.graphml,3012,3566,726,1,11674,5474,3,1323.0,1323,0.0,Optimal,2586,6666704,53,89680,2347
2321,efpss,../inputs/case1888rte.graphml,1888,2308,681,11,4122,1895,1,375.0,375,0.0,Optimal,952,605167,21,23915,1904
2322,efpss-outp,../inputs/case6468rte.graphml,6468,8065,2384,4,18773,9583,3,1408.0,1408,0.0,Optimal,1675,14440119,27,240439,206
2323,efpss-outp,../inputs/case30.graphml,30,41,7,7,51,37,4,6.0,6,0.0,Optimal,1,1018,3,39,0
2324,efpss-inp-outp,../inputs/case6ww.graphml,6,11,1,1,31,16,0,3.0,3,0.0,Optimal,1,2219,1,7,0
2325,efpss-inp-outp,../inputs/case300.graphml,300,409,66,1,1255,735,4,141.0,141,0.0,Optimal,1,20626,8,1039,3
2326,efpss,../inputs/case145.graphml,145,422,71,17,564,151,1,18.0,18,0.0,Optimal,1,49174,23,2453,246
2327,efpss-outp,../inputs/case2869pegase.graphml,2869,3968,869,6,6691,3887,1,620.0,620,0.0,Optimal,1,539433,16,21295,52
2328,efpss-inp-outp,../inputs/case6495rte.graphml,6495,8084,2344,5,17545,13723,0,1364.0,1364,0.0,Optimal,1616,8542701,29,262765,138
2329,efpss-inp,../inputs/case_iceland118.graphml,189,203,110,3,598,371,1,44.0,44,0.0,Optimal,1043,90236,19,2116,162
2330,efpss-inp-outp,../inputs/case2736sp.graphml,2736,3265,645,5,5187,4824,4,684.0,684,0.0,Optimal,274,752201,16,16174,63
2331,efpss,../inputs/case3375wp.graphml,3374,4068,889,1,13497,6084,3,1454.0,1454,0.0,Optimal,5079,9729529,53,137981,3235
2332,efpss-inp,../inputs/case118.graphml,118,179,11,4,280,172,4,30.0,30,0.0,Optimal,1,18762,8,362,14
2333,efpss,../inputs/case6515rte.graphml,6515,8104,2344,9,14680,6581,2,1316.0,1316,0.0,Optimal,1672,5861558,88,298692,6378
2334,efpss-inp-outp,../inputs/case6515rte.graphml,6515,8104,2344,12,14077,13288,1,1315.0,1315,0.0,Optimal,1,715299,12,124191,53
2335,efpss-outp,../inputs/case2848rte.graphml,2848,3442,1023,2,10255,4805,1,862.0,862,0.0,Optimal,1856,4390759,20,36825,130
2336,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,12,6309,4248,2,322.0,322,0.0,Optimal,1575,2805464,61,81694,2117
2337,efpss-inp-outp,../inputs/case_Texas.graphml,2000,2667,376,4,4799,3593,1,490.0,490,0.0,Optimal,16874,38218235,25,21080,41
2338,efpss-inp-outp,../inputs/case6468rte.graphml,6468,8065,2384,3,20197,14318,2,1544.0,1544,0.0,Optimal,2170,32043385,41,370678,252
2339,efpss-outp,../inputs/case3120sp.graphml,3120,3684,798,7,5493,3931,2,768.0,768,0.0,Optimal,1,489426,17,20437,65
2340,efpss,../inputs/case_ieee30.graphml,30,41,7,6,62,31,4,6.0,6,0.0,Optimal,1,1261,8,145,14
2341,efpss-outp,../inputs/case2868rte.graphml,2868,3471,983,1,11955,5621,2,1330.0,1330,0.0,Optimal,508,931671,11,21109,70
2342,efpss,../inputs/case2737sop.graphml,2737,3266,655,9,4653,2737,0,683.0,683,0.0,Optimal,4211,2423760,29,35090,2563
2343,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,35,17116,14075,2,2010.0,2010,0.0,Optimal,1716,7610264,34,263911,1988
2344,efpss-inp,../inputs/case89pegase.graphml,89,206,43,9,386,175,0,13.0,13,0.0,Optimal,1,9484,7,593,51
2345,efpss-inp-outp,../inputs/case6515rte.graphml,6515,8104,2344,5,17585,13759,0,1369.0,1369,0.0,Optimal,2021,8596069,27,199060,137
2346,efpss,../inputs/case5.graphml,5,6,0,3,5,5,3,2.0,2,0.0,Optimal,1,359,1,1,0
2347,efpss-inp-outp,../inputs/case_south_carolina500.graphml,500,584,211,11,1365,1209,4,75.0,75,0.0,Optimal,1,16901,3,783,1
2348,efpss-inp,../inputs/case2869pegase.graphml,2869,3968,869,14,5427,4462,4,612.0,612,0.0,Optimal,1058,831542,20,21523,715
2349,efpss-outp,../inputs/case1354pegase.graphml,1354,1710,422,5,3364,1895,3,322.0,322,0.0,Optimal,1,185284,14,6555,30
2350,efpss-outp,../inputs/case96rts.graphml,73,108,9,5,102,82,1,19.0,19,0.0,Optimal,1,2083,4,95,0
2351,efpss-inp,../inputs/case89pegase.graphml,89,206,43,12,307,168,1,13.0,13,0.0,Optimal,1,7522,10,483,37
2352,efpss-outp,../inputs/case2868rte.graphml,2868,3471,983,3,8982,4345,4,722.0,722,0.0,Optimal,1864,3819922,24,37013,64
2353,efpss-inp-outp,../inputs/case6495rte.graphml,6495,8084,2344,11,14200,13265,1,1314.0,1314,0.0,Optimal,1,815047,11,48957,74
2354,efpss-outp,../inputs/case6495rte.graphml,6495,8084,2344,14,13916,8840,3,1314.0,1314,0.0,Optimal,1,637426,15,162553,58
